trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,images,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.163962539219938,None,return,4.411563898815075,8.163962539219938,None,,001,2019_Jul_03_1208,MINT,3.1.0,60.08555854307479,
