images,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,17.476384737653007,None,space,4.939826396295302,17.476384737653007,None,,,,,,,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/sol7.png,0,0,0,5,,,,,,,22.59453333963984,None,space,2.353933080644765,22.59453333963984,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/pez16.png,0,1,1,14,,,,,,,25.046610702705948,None,space,0.9843634396952439,25.046610702705948,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/puerta5.png,0,2,2,4,,,,,,,26.22576826243676,None,space,0.7711361975148066,26.22576826243676,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/vela29.png,0,3,3,27,,,,,,,27.09215177740316,None,space,0.9713886779181848,27.09215177740316,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/uva17.png,0,4,4,15,,,,,,,28.169660762367585,None,space,1.0088689431254352,28.169660762367585,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/puente41.png,0,5,5,39,,,,,,,29.280097957755515,None,space,1.1319047232309458,29.280097957755515,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/pluma39.png,0,6,6,37,,,,,,,30.499854080784644,None,space,0.9452905577327329,30.499854080784644,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/paracaidas60.png,0,7,7,58,,,,,,,31.541807863216036,None,space,1.5184826543554664,31.541807863216036,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/ballena46.png,0,8,8,44,,,,,,,33.16570220163976,None,space,0.7951329917541443,33.16570220163976,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/payaso31.png,0,9,9,29,,,,,,,34.04335942624721,None,space,1.101109075282693,34.04335942624721,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/pozo58.png,0,10,10,56,,,,,,,35.24308713295932,None,space,1.4314862429860113,35.24308713295932,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/guante20.png,0,11,11,18,,,,,,,36.764816601411894,None,space,0.7428680310185882,36.764816601411894,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/embudo63.png,0,12,12,61,,,,,,,37.58859482919388,None,space,0.802715436111157,37.58859482919388,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/silla12.png,0,13,13,10,,,,,,,38.47077554947282,None,space,0.8697356407906227,38.47077554947282,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/corbata28.png,0,14,14,26,,,,,,,39.49627839065806,None,space,0.5437829043366946,39.49627839065806,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/linterna36.png,0,15,15,34,,,,,,,40.128170173041326,None,space,0.644958468803452,40.128170173041326,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/tornillo55.png,0,16,16,53,,,,,,,40.85503126776575,None,space,0.5348987891829893,40.85503126776575,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/tambor19.png,0,17,17,17,,,,,,,41.465289968700745,None,space,0.5573578537109825,41.465289968700745,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/serrucho51.png,0,18,18,49,,,,,,,42.107778074276666,None,space,0.4811965018657247,42.107778074276666,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/libro8.png,0,19,19,6,,,,,,,42.665039540983344,None,space,0.3571178679194418,42.665039540983344,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/manzana15.png,0,20,20,13,,,,,,,43.11527618000446,None,space,0.33982220167581545,43.11527618000446,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/persiana61.png,0,21,21,59,,,,,,,43.53416919310666,None,space,0.35793046391609096,43.53416919310666,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/hoja27.png,0,22,22,25,,,,,,,43.98796724269778,None,space,0.3999792946433445,43.98796724269778,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/yunque66.png,0,23,23,64,,,,,,,44.46432877607231,None,space,0.37253978864464443,44.46432877607231,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/gorro26.png,0,24,24,24,,,,,,,44.91789433663871,None,space,0.3869349200299439,44.91789433663871,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/nube37.png,0,25,25,35,,,,,,,45.39404569279486,None,space,0.36015138114544243,45.39404569279486,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/mancuerna68.png,0,26,26,66,,,,,,,45.84890266072762,None,space,0.338387998746839,45.84890266072762,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/llave11.png,0,27,27,9,,,,,,,46.266836266145674,None,left,3.519346567507,46.266836266145674,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/jaula48.png,0,28,28,46,,,,,,,49.86979588266831,None,left,1.4979874750442832,49.86979588266831,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/torta22.png,0,29,29,20,,,,,,,51.451905562154934,None,left,0.5658666842782623,51.451905562154934,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/caracol43.png,0,30,30,41,,,,,,,52.09161183168317,None,space,0.8588787156963917,52.09161183168317,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/tenedor25.png,0,31,31,23,,,,,,,53.04566468210578,None,space,0.3875319839748954,53.04566468210578,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/caballo18.png,0,32,32,16,,,,,,,53.53074923939039,None,space,0.30166722743706487,53.53074923939039,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/candado45.png,0,33,33,43,,,,,,,53.915221828443464,None,space,0.3014003782295731,53.915221828443464,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/balancin35.png,0,34,34,33,,,,,,,54.299607847687184,None,space,0.2332958197489461,54.299607847687184,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/visagra62.png,0,35,35,60,,,,,,,54.60929661583441,None,space,0.35659889529824795,54.60929661583441,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/bufanda57.png,0,36,36,55,,,,,,,55.048963705830374,None,space,0.30012503536408985,55.048963705830374,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/rey56.png,0,37,37,54,,,,,,,55.51104211308848,None,space,0.2716364282186987,55.51104211308848,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/mortero67.png,0,38,38,65,,,,,,,55.87309222897602,None,space,0.3256176131189932,55.87309222897602,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/enchufe53.png,0,39,39,51,,,,,,,56.29496252955187,None,space,0.3868947587779985,56.29496252955187,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/canasta30.png,0,40,40,28,,,,,,,56.82038326328893,None,space,0.3277613314971859,56.82038326328893,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/reloj23.png,0,41,41,21,,,,,,,57.264876843289585,None,space,0.31622121888494803,57.264876843289585,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/enfermera47.png,0,42,42,45,,,,,,,57.74331426715071,None,space,0.2712656059929941,57.74331426715071,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/pala59.png,0,43,43,57,,,,,,,58.103171132449006,None,space,0.327404788828062,58.103171132449006,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
images/mano1.png,0,44,44,0,,,,,,,58.55095347274346,None,space,0.3314052957516651,58.55095347274346,None,,,,001,2019_Jul_04_0745,MINT,3.1.0,60.39314078750033,
